event_id,soc_id,timestamp,event_type,source,asset_id,device_id,analyst_id,severity,description,metadata
EV-01539,SOC-002,2026-08-01T04:06:42.335425Z,auth_success,FIREWALL,ASSET-01361,DEV-00024,,MEDIUM,auth_success observed on workstation-0367,"{""src_ip"": ""10.27.94.50""}"
EV-03475,SOC-001,2026-08-01T04:07:52.368642Z,file_write,CASE_MANAGEMENT,ASSET-00941,DEV-00001,,LOW,file_write observed on network-device-0940,"{""src_ip"": ""10.179.58.113""}"
EV-01380,SOC-001,2026-08-01T04:10:56.585962Z,port_scan,EDR,ASSET-00676,DEV-00008,,LOW,port_scan observed on server-0675,"{""src_ip"": ""10.164.80.156""}"
EV-05861,SOC-001,2026-08-01T04:11:15.595804Z,dns_query,IDS,ASSET-00072,DEV-00002,,MEDIUM,dns_query observed on iot-0071,"{""src_ip"": ""10.191.239.138""}"
EV-07101,SOC-001,2026-08-01T04:12:01.282018Z,usb_insert,FIREWALL,ASSET-00072,DEV-00003,,MEDIUM,usb_insert observed on iot-0071,"{""src_ip"": ""10.145.23.122""}"
EV-06184,SOC-002,2026-08-01T04:15:51.429275Z,dns_query,CASE_MANAGEMENT,ASSET-01358,DEV-00018,,MEDIUM,dns_query observed on network-device-0364,"{""src_ip"": ""10.118.188.134""}"
EV-09970,SOC-001,2026-08-01T04:20:45.961045Z,usb_insert,CASE_MANAGEMENT,ASSET-00894,DEV-00010,,HIGH,usb_insert observed on cloud-instance-0893,"{""src_ip"": ""10.73.149.192""}"
EV-00268,SOC-002,2026-08-01T04:21:25.601275Z,file_write,SIEM,ASSET-02639,DEV-00016,,LOW,file_write observed on database-1645,"{""src_ip"": ""10.81.173.162""}"
EV-02621,SOC-001,2026-08-01T04:21:47.940075Z,privilege_escalation,SIEM,ASSET-00197,DEV-00004,,MEDIUM,privilege_escalation observed on iot-0196,"{""src_ip"": ""10.207.58.94""}"
EV-03230,SOC-002,2026-08-01T04:22:00.082795Z,auth_success,CASE_MANAGEMENT,ASSET-02239,DEV-00020,,MEDIUM,auth_success observed on iot-1245,"{""src_ip"": ""10.36.28.248""}"
EV-08708,SOC-002,2026-08-01T04:23:50.741510Z,network_connection,CASE_MANAGEMENT,ASSET-01224,DEV-00018,,INFO,network_connection observed on iot-0230,"{""src_ip"": ""10.49.153.119""}"
EV-08367,SOC-002,2026-08-01T04:24:03.408806Z,auth_success,SIEM,ASSET-02166,DEV-00017,,INFO,auth_success observed on iot-1172,"{""src_ip"": ""10.40.118.209""}"
EV-00537,SOC-001,2026-08-01T04:24:30.192203Z,port_scan,CASE_MANAGEMENT,ASSET-00858,DEV-00010,,LOW,port_scan observed on iot-0857,"{""src_ip"": ""10.170.241.164""}"
EV-01185,SOC-001,2026-08-01T04:26:14.382194Z,file_write,CASE_MANAGEMENT,ASSET-00827,DEV-00005,,INFO,file_write observed on server-0826,"{""src_ip"": ""10.243.59.62""}"
EV-03234,SOC-001,2026-08-01T04:27:34.213723Z,file_write,IDS,ASSET-00147,DEV-00002,,INFO,file_write observed on workstation-0146,"{""src_ip"": ""10.64.129.168""}"
EV-09530,SOC-001,2026-08-01T04:29:18.708672Z,auth_failure,CASE_MANAGEMENT,ASSET-00299,DEV-00006,,LOW,auth_failure observed on iot-0298,"{""src_ip"": ""10.125.150.225""}"
EV-06580,SOC-001,2026-08-01T04:31:13.216075Z,usb_insert,CASE_MANAGEMENT,ASSET-00066,DEV-00001,,MEDIUM,usb_insert observed on workstation-0065,"{""src_ip"": ""10.225.183.136""}"
EV-06223,SOC-001,2026-08-01T04:33:15.644600Z,email_gateway_hit,IDS,ASSET-00531,DEV-00012,,MEDIUM,email_gateway_hit observed on iot-0530,"{""src_ip"": ""10.139.81.5""}"
EV-01748,SOC-001,2026-08-01T04:34:59.042887Z,privilege_escalation,FIREWALL,ASSET-00394,DEV-00003,,HIGH,privilege_escalation observed on cloud-instance-0393,"{""src_ip"": ""10.100.10.241""}"
EV-03062,SOC-002,2026-08-01T04:37:01.394848Z,auth_success,EDR,ASSET-01810,DEV-00022,,MEDIUM,auth_success observed on network-device-0816,"{""src_ip"": ""10.53.40.244""}"
EV-08603,SOC-002,2026-08-01T04:38:21.742720Z,port_scan,SIEM,ASSET-01252,DEV-00016,,LOW,port_scan observed on workstation-0258,"{""src_ip"": ""10.83.221.59""}"
EV-03931,SOC-001,2026-08-01T04:40:43.325296Z,network_connection,SIEM,ASSET-00161,DEV-00004,,LOW,network_connection observed on network-device-0160,"{""src_ip"": ""10.253.124.31""}"
EV-05161,SOC-001,2026-08-01T04:41:10.888949Z,dns_query,IDS,ASSET-00519,DEV-00002,,INFO,dns_query observed on cloud-instance-0518,"{""src_ip"": ""10.247.150.20""}"
EV-01532,SOC-001,2026-08-01T04:41:30.865479Z,dns_query,IDS,ASSET-00138,DEV-00012,,INFO,dns_query observed on workstation-0137,"{""src_ip"": ""10.146.124.113""}"
EV-07585,SOC-001,2026-08-01T04:41:45.447526Z,port_scan,IDS,ASSET-00644,DEV-00007,,MEDIUM,port_scan observed on cloud-instance-0643,"{""src_ip"": ""10.18.113.230""}"
EV-07234,SOC-001,2026-08-01T04:42:33.717495Z,email_gateway_hit,IDS,ASSET-00438,DEV-00007,,LOW,email_gateway_hit observed on iot-0437,"{""src_ip"": ""10.213.3.30""}"
EV-07502,SOC-001,2026-08-01T04:44:02.175583Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00189,DEV-00010,,LOW,email_gateway_hit observed on iot-0188,"{""src_ip"": ""10.250.169.21""}"
EV-03278,SOC-002,2026-08-01T04:47:54.900176Z,network_connection,CASE_MANAGEMENT,ASSET-02821,DEV-00015,,LOW,network_connection observed on network-device-1827,"{""src_ip"": ""10.207.159.156""}"
EV-03236,SOC-002,2026-08-01T04:50:18.837462Z,file_write,SIEM,ASSET-02225,DEV-00017,,HIGH,file_write observed on iot-1231,"{""src_ip"": ""10.85.144.17""}"
EV-09660,SOC-001,2026-08-01T04:50:50.093119Z,file_write,CASE_MANAGEMENT,ASSET-00526,DEV-00010,,INFO,file_write observed on server-0525,"{""src_ip"": ""10.151.206.52""}"
EV-08258,SOC-002,2026-08-01T04:51:51.333768Z,network_connection,EDR,ASSET-02496,DEV-00013,,INFO,network_connection observed on database-1502,"{""src_ip"": ""10.11.81.160""}"
EV-03006,SOC-002,2026-08-01T04:51:58.225891Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01094,DEV-00020,,INFO,email_gateway_hit observed on workstation-0100,"{""src_ip"": ""10.108.126.242""}"
EV-05800,SOC-001,2026-08-01T04:52:03.218520Z,file_write,SIEM,ASSET-00070,DEV-00004,,INFO,file_write observed on cloud-instance-0069,"{""src_ip"": ""10.164.242.226""}"
EV-07206,SOC-002,2026-08-01T04:52:18.907641Z,file_write,EDR,ASSET-01881,DEV-00013,,HIGH,file_write observed on cloud-instance-0887,"{""src_ip"": ""10.40.164.252""}"
EV-01141,SOC-002,2026-08-01T04:53:13.411250Z,dns_query,FIREWALL,ASSET-02399,DEV-00024,,INFO,dns_query observed on cloud-instance-1405,"{""src_ip"": ""10.0.106.195""}"
EV-05169,SOC-002,2026-08-01T04:57:16.702843Z,file_write,CASE_MANAGEMENT,ASSET-02037,DEV-00015,,LOW,file_write observed on workstation-1043,"{""src_ip"": ""10.24.58.218""}"
EV-07744,SOC-001,2026-08-01T04:58:13.511999Z,email_gateway_hit,FIREWALL,ASSET-00006,DEV-00003,,INFO,email_gateway_hit observed on iot-0005,"{""src_ip"": ""10.226.216.71""}"
EV-00773,SOC-001,2026-08-01T05:00:26.464986Z,network_connection,CASE_MANAGEMENT,ASSET-00125,DEV-00001,,MEDIUM,network_connection observed on network-device-0124,"{""src_ip"": ""10.89.1.5""}"
EV-07524,SOC-001,2026-08-01T05:00:51.807841Z,email_gateway_hit,IDS,ASSET-00954,DEV-00002,,LOW,email_gateway_hit observed on iot-0953,"{""src_ip"": ""10.187.20.186""}"
EV-05338,SOC-001,2026-08-01T05:01:04.980346Z,usb_insert,SIEM,ASSET-00715,DEV-00011,,MEDIUM,usb_insert observed on workstation-0714,"{""src_ip"": ""10.114.114.242""}"
EV-02222,SOC-001,2026-08-01T05:01:24.167105Z,network_connection,EDR,ASSET-00424,DEV-00008,,LOW,network_connection observed on database-0423,"{""src_ip"": ""10.75.115.201""}"
EV-08905,SOC-002,2026-08-01T05:01:36.239722Z,email_gateway_hit,SIEM,ASSET-01791,DEV-00016,,HIGH,email_gateway_hit observed on workstation-0797,"{""src_ip"": ""10.25.208.173""}"
EV-05468,SOC-001,2026-08-01T05:06:46.291131Z,auth_failure,IDS,ASSET-00986,DEV-00012,,INFO,auth_failure observed on network-device-0985,"{""src_ip"": ""10.240.37.152""}"
EV-05111,SOC-001,2026-08-01T05:08:35.246668Z,port_scan,EDR,ASSET-00623,DEV-00008,,LOW,port_scan observed on database-0622,"{""src_ip"": ""10.126.183.222""}"
EV-09359,SOC-001,2026-08-01T05:09:27.597870Z,process_create,IDS,ASSET-00113,DEV-00002,,HIGH,process_create observed on workstation-0112,"{""src_ip"": ""10.151.214.166""}"
EV-07926,SOC-001,2026-08-01T05:11:14.799089Z,auth_failure,CASE_MANAGEMENT,ASSET-00600,DEV-00010,,LOW,auth_failure observed on workstation-0599,"{""src_ip"": ""10.5.55.15""}"
EV-04997,SOC-001,2026-08-01T05:11:30.119710Z,network_connection,CASE_MANAGEMENT,ASSET-00562,DEV-00005,,INFO,network_connection observed on workstation-0561,"{""src_ip"": ""10.219.180.254""}"
EV-06063,SOC-001,2026-08-01T05:12:31.063932Z,privilege_escalation,IDS,ASSET-00267,DEV-00012,,LOW,privilege_escalation observed on database-0266,"{""src_ip"": ""10.154.106.80""}"
EV-02884,SOC-002,2026-08-01T05:15:56.434353Z,auth_failure,IDS,ASSET-01956,DEV-00014,,INFO,auth_failure observed on network-device-0962,"{""src_ip"": ""10.237.238.200""}"
EV-01909,SOC-002,2026-08-01T05:18:59.155003Z,dns_query,CASE_MANAGEMENT,ASSET-02115,DEV-00015,,MEDIUM,dns_query observed on iot-1121,"{""src_ip"": ""10.68.188.104""}"
EV-03039,SOC-001,2026-08-01T05:25:24.129017Z,network_connection,CASE_MANAGEMENT,ASSET-00605,DEV-00009,,INFO,network_connection observed on iot-0604,"{""src_ip"": ""10.185.76.80""}"
EV-00963,SOC-001,2026-08-01T05:27:25.978899Z,dns_query,SIEM,ASSET-00639,DEV-00004,,INFO,dns_query observed on server-0638,"{""src_ip"": ""10.205.55.56""}"
EV-01393,SOC-002,2026-08-01T05:31:30.516497Z,dns_query,FIREWALL,ASSET-01144,DEV-00024,,LOW,dns_query observed on workstation-0150,"{""src_ip"": ""10.248.229.2""}"
EV-03438,SOC-002,2026-08-01T05:32:50.346148Z,port_scan,CASE_MANAGEMENT,ASSET-01799,DEV-00019,,INFO,port_scan observed on iot-0805,"{""src_ip"": ""10.102.199.38""}"
EV-02499,SOC-002,2026-08-01T05:33:54.024997Z,port_scan,EDR,ASSET-02164,DEV-00023,,LOW,port_scan observed on server-1170,"{""src_ip"": ""10.151.189.217""}"
EV-06859,SOC-001,2026-08-01T05:35:51.600503Z,file_write,IDS,ASSET-00148,DEV-00007,,LOW,file_write observed on workstation-0147,"{""src_ip"": ""10.140.72.50""}"
EV-02751,SOC-001,2026-08-01T05:36:37.909880Z,dns_query,IDS,ASSET-00779,DEV-00012,,HIGH,dns_query observed on cloud-instance-0778,"{""src_ip"": ""10.139.144.188""}"
EV-02374,SOC-001,2026-08-01T05:38:05.694137Z,port_scan,IDS,ASSET-00215,DEV-00012,,INFO,port_scan observed on cloud-instance-0214,"{""src_ip"": ""10.195.223.251""}"
EV-08778,SOC-001,2026-08-01T05:39:39.932198Z,auth_success,CASE_MANAGEMENT,ASSET-00808,DEV-00001,,MEDIUM,auth_success observed on workstation-0807,"{""src_ip"": ""10.120.219.111""}"
EV-04135,SOC-001,2026-08-01T05:39:59.877670Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00705,DEV-00006,,INFO,email_gateway_hit observed on network-device-0704,"{""src_ip"": ""10.84.107.28""}"
EV-00779,SOC-001,2026-08-01T05:40:44.293469Z,port_scan,IDS,ASSET-00204,DEV-00012,,MEDIUM,port_scan observed on iot-0203,"{""src_ip"": ""10.93.1.95""}"
EV-08128,SOC-001,2026-08-01T05:43:01.237789Z,network_connection,CASE_MANAGEMENT,ASSET-00291,DEV-00005,,INFO,network_connection observed on network-device-0290,"{""src_ip"": ""10.91.100.32""}"
EV-00477,SOC-002,2026-08-01T05:45:39.527779Z,network_connection,CASE_MANAGEMENT,ASSET-01445,DEV-00020,,HIGH,network_connection observed on network-device-0451,"{""src_ip"": ""10.248.196.57""}"
EV-01609,SOC-001,2026-08-01T05:46:37.404906Z,auth_failure,FIREWALL,ASSET-00030,DEV-00003,,HIGH,auth_failure observed on server-0029,"{""src_ip"": ""10.12.153.27""}"
EV-06917,SOC-001,2026-08-01T05:48:47.591209Z,auth_success,IDS,ASSET-00081,DEV-00012,,HIGH,auth_success observed on network-device-0080,"{""src_ip"": ""10.160.117.150""}"
EV-06426,SOC-002,2026-08-01T05:49:24.282591Z,auth_failure,IDS,ASSET-01782,DEV-00014,,INFO,auth_failure observed on iot-0788,"{""src_ip"": ""10.36.245.144""}"
EV-05297,SOC-001,2026-08-01T05:49:42.210920Z,auth_success,CASE_MANAGEMENT,ASSET-00732,DEV-00009,,LOW,auth_success observed on database-0731,"{""src_ip"": ""10.56.108.195""}"
EV-04016,SOC-001,2026-08-01T05:50:20.254424Z,auth_success,SIEM,ASSET-00596,DEV-00011,,INFO,auth_success observed on server-0595,"{""src_ip"": ""10.250.51.149""}"
EV-08121,SOC-001,2026-08-01T05:51:09.017554Z,file_write,EDR,ASSET-00872,DEV-00008,,MEDIUM,file_write observed on database-0871,"{""src_ip"": ""10.63.23.234""}"
EV-06185,SOC-002,2026-08-01T05:57:05.648578Z,network_connection,CASE_MANAGEMENT,ASSET-02163,DEV-00019,,INFO,network_connection observed on iot-1169,"{""src_ip"": ""10.93.115.10""}"
EV-04144,SOC-002,2026-08-01T05:57:21.174810Z,privilege_escalation,EDR,ASSET-01821,DEV-00023,,MEDIUM,privilege_escalation observed on cloud-instance-0827,"{""src_ip"": ""10.149.174.223""}"
EV-09681,SOC-002,2026-08-01T05:59:54.941243Z,email_gateway_hit,FIREWALL,ASSET-02699,DEV-00024,,LOW,email_gateway_hit observed on workstation-1705,"{""src_ip"": ""10.176.67.82""}"
EV-06531,SOC-002,2026-08-01T06:00:17.774487Z,auth_success,IDS,ASSET-02055,DEV-00014,,MEDIUM,auth_success observed on database-1061,"{""src_ip"": ""10.148.170.213""}"
EV-04290,SOC-002,2026-08-01T06:05:45.861319Z,port_scan,EDR,ASSET-01366,DEV-00013,,INFO,port_scan observed on cloud-instance-0372,"{""src_ip"": ""10.122.32.147""}"
EV-03061,SOC-001,2026-08-01T06:06:15.834496Z,network_connection,CASE_MANAGEMENT,ASSET-00188,DEV-00010,,LOW,network_connection observed on cloud-instance-0187,"{""src_ip"": ""10.50.233.125""}"
EV-03313,SOC-001,2026-08-01T06:07:12.316248Z,port_scan,CASE_MANAGEMENT,ASSET-00793,DEV-00006,,INFO,port_scan observed on network-device-0792,"{""src_ip"": ""10.168.247.250""}"
EV-02022,SOC-002,2026-08-01T06:08:43.948473Z,dns_query,SIEM,ASSET-01915,DEV-00016,,LOW,dns_query observed on iot-0921,"{""src_ip"": ""10.73.29.53""}"
EV-05975,SOC-002,2026-08-01T06:08:51.599773Z,auth_failure,CASE_MANAGEMENT,ASSET-02543,DEV-00019,,MEDIUM,auth_failure observed on cloud-instance-1549,"{""src_ip"": ""10.199.47.226""}"
EV-08241,SOC-002,2026-08-01T06:10:57.498769Z,file_write,EDR,ASSET-00995,DEV-00021,,INFO,file_write observed on cloud-instance-0001,"{""src_ip"": ""10.172.81.91""}"
EV-03613,SOC-001,2026-08-01T06:13:47.483683Z,auth_failure,CASE_MANAGEMENT,ASSET-00815,DEV-00010,,INFO,auth_failure observed on workstation-0814,"{""src_ip"": ""10.167.203.143""}"
EV-02262,SOC-001,2026-08-01T06:16:36.551953Z,network_connection,CASE_MANAGEMENT,ASSET-00456,DEV-00005,,LOW,network_connection observed on database-0455,"{""src_ip"": ""10.10.130.233""}"
EV-04033,SOC-002,2026-08-01T06:19:41.393032Z,usb_insert,CASE_MANAGEMENT,ASSET-01467,DEV-00020,,MEDIUM,usb_insert observed on database-0473,"{""src_ip"": ""10.137.114.141""}"
EV-00291,SOC-002,2026-08-01T06:28:11.732618Z,file_write,EDR,ASSET-02542,DEV-00023,,MEDIUM,file_write observed on workstation-1548,"{""src_ip"": ""10.252.12.172""}"
EV-07253,SOC-001,2026-08-01T06:29:16.614338Z,file_write,IDS,ASSET-00528,DEV-00012,,MEDIUM,file_write observed on server-0527,"{""src_ip"": ""10.114.202.155""}"
EV-08788,SOC-002,2026-08-01T06:31:22.382129Z,auth_failure,SIEM,ASSET-02371,DEV-00017,,LOW,auth_failure observed on network-device-1377,"{""src_ip"": ""10.14.115.233""}"
EV-05601,SOC-002,2026-08-01T06:31:57.424037Z,network_connection,SIEM,ASSET-01977,DEV-00016,,LOW,network_connection observed on server-0983,"{""src_ip"": ""10.1.32.22""}"
EV-04083,SOC-001,2026-08-01T06:36:09.891237Z,port_scan,IDS,ASSET-00296,DEV-00002,,INFO,port_scan observed on network-device-0295,"{""src_ip"": ""10.114.156.135""}"
EV-05666,SOC-002,2026-08-01T06:37:43.927885Z,network_connection,SIEM,ASSET-01938,DEV-00017,,LOW,network_connection observed on cloud-instance-0944,"{""src_ip"": ""10.151.192.68""}"
EV-04614,SOC-002,2026-08-01T06:39:56.776557Z,network_connection,SIEM,ASSET-01487,DEV-00016,,LOW,network_connection observed on server-0493,"{""src_ip"": ""10.195.240.21""}"
EV-06484,SOC-002,2026-08-01T06:48:15.267689Z,auth_failure,EDR,ASSET-01919,DEV-00023,,MEDIUM,auth_failure observed on cloud-instance-0925,"{""src_ip"": ""10.128.172.235""}"
EV-04792,SOC-001,2026-08-01T06:48:41.309459Z,auth_success,EDR,ASSET-00222,DEV-00008,,HIGH,auth_success observed on database-0221,"{""src_ip"": ""10.75.188.223""}"
EV-03849,SOC-001,2026-08-01T06:52:41.170056Z,network_connection,CASE_MANAGEMENT,ASSET-00409,DEV-00005,,MEDIUM,network_connection observed on iot-0408,"{""src_ip"": ""10.68.253.118""}"
EV-07235,SOC-001,2026-08-01T06:57:29.850024Z,usb_insert,CASE_MANAGEMENT,ASSET-00027,DEV-00001,,INFO,usb_insert observed on network-device-0026,"{""src_ip"": ""10.62.235.187""}"
EV-09476,SOC-001,2026-08-01T07:00:54.334893Z,usb_insert,SIEM,ASSET-00965,DEV-00011,,MEDIUM,usb_insert observed on iot-0964,"{""src_ip"": ""10.46.239.41""}"
EV-06535,SOC-001,2026-08-01T07:01:41.459101Z,process_create,CASE_MANAGEMENT,ASSET-00558,DEV-00005,,MEDIUM,process_create observed on server-0557,"{""src_ip"": ""10.213.232.130""}"
EV-08268,SOC-002,2026-08-01T07:02:54.675143Z,file_write,SIEM,ASSET-02725,DEV-00017,,INFO,file_write observed on cloud-instance-1731,"{""src_ip"": ""10.243.46.79""}"
EV-01283,SOC-001,2026-08-01T07:08:45.396924Z,usb_insert,CASE_MANAGEMENT,ASSET-00712,DEV-00001,,LOW,usb_insert observed on iot-0711,"{""src_ip"": ""10.73.236.125""}"
EV-05792,SOC-002,2026-08-01T07:10:17.344341Z,file_write,EDR,ASSET-01653,DEV-00021,,HIGH,file_write observed on iot-0659,"{""src_ip"": ""10.206.59.177""}"
EV-08191,SOC-002,2026-08-01T07:18:02.531566Z,file_write,FIREWALL,ASSET-02193,DEV-00024,,MEDIUM,file_write observed on server-1199,"{""src_ip"": ""10.161.23.173""}"
EV-03149,SOC-001,2026-08-01T07:18:47.614700Z,auth_success,IDS,ASSET-00741,DEV-00007,,MEDIUM,auth_success observed on iot-0740,"{""src_ip"": ""10.181.72.6""}"
EV-08668,SOC-001,2026-08-01T07:21:23.393726Z,usb_insert,EDR,ASSET-00814,DEV-00008,,LOW,usb_insert observed on server-0813,"{""src_ip"": ""10.121.85.238""}"
EV-08557,SOC-001,2026-08-01T07:21:34.478624Z,port_scan,CASE_MANAGEMENT,ASSET-00132,DEV-00001,,INFO,port_scan observed on database-0131,"{""src_ip"": ""10.14.97.59""}"
EV-01314,SOC-002,2026-08-01T07:21:39.068379Z,file_write,EDR,ASSET-02629,DEV-00023,,LOW,file_write observed on network-device-1635,"{""src_ip"": ""10.70.71.213""}"
EV-09644,SOC-001,2026-08-01T07:22:01.316995Z,port_scan,IDS,ASSET-00891,DEV-00012,,MEDIUM,port_scan observed on server-0890,"{""src_ip"": ""10.165.247.140""}"
EV-06367,SOC-001,2026-08-01T07:23:26.710216Z,auth_failure,CASE_MANAGEMENT,ASSET-00183,DEV-00009,,MEDIUM,auth_failure observed on cloud-instance-0182,"{""src_ip"": ""10.150.143.11""}"
EV-07223,SOC-001,2026-08-01T07:26:46.203093Z,file_write,CASE_MANAGEMENT,ASSET-00052,DEV-00005,,INFO,file_write observed on iot-0051,"{""src_ip"": ""10.81.75.227""}"
EV-07009,SOC-002,2026-08-01T07:35:34.400351Z,usb_insert,CASE_MANAGEMENT,ASSET-02373,DEV-00015,,INFO,usb_insert observed on cloud-instance-1379,"{""src_ip"": ""10.253.139.215""}"
EV-01078,SOC-002,2026-08-01T07:36:54.276622Z,email_gateway_hit,EDR,ASSET-02174,DEV-00013,,HIGH,email_gateway_hit observed on server-1180,"{""src_ip"": ""10.85.53.114""}"
EV-00455,SOC-002,2026-08-01T07:38:16.912286Z,file_write,FIREWALL,ASSET-01625,DEV-00024,,INFO,file_write observed on server-0631,"{""src_ip"": ""10.167.94.183""}"
EV-05441,SOC-002,2026-08-01T07:41:13.637138Z,usb_insert,EDR,ASSET-01075,DEV-00023,,MEDIUM,usb_insert observed on database-0081,"{""src_ip"": ""10.61.237.190""}"
EV-01714,SOC-002,2026-08-01T07:42:35.174192Z,network_connection,SIEM,ASSET-02384,DEV-00016,,MEDIUM,network_connection observed on server-1390,"{""src_ip"": ""10.46.253.178""}"
EV-03386,SOC-001,2026-08-01T07:43:00.801304Z,process_create,FIREWALL,ASSET-00788,DEV-00003,,MEDIUM,process_create observed on workstation-0787,"{""src_ip"": ""10.138.250.99""}"
EV-07348,SOC-001,2026-08-01T07:43:17.523397Z,privilege_escalation,IDS,ASSET-00338,DEV-00007,,LOW,privilege_escalation observed on workstation-0337,"{""src_ip"": ""10.114.183.208""}"
EV-05425,SOC-001,2026-08-01T07:47:37.318990Z,auth_success,EDR,ASSET-00224,DEV-00008,,HIGH,auth_success observed on iot-0223,"{""src_ip"": ""10.47.29.228""}"
EV-03418,SOC-001,2026-08-01T07:48:32.724310Z,auth_success,IDS,ASSET-00564,DEV-00012,,MEDIUM,auth_success observed on cloud-instance-0563,"{""src_ip"": ""10.49.130.46""}"
EV-00040,SOC-002,2026-08-01T07:54:22.306193Z,file_write,SIEM,ASSET-02376,DEV-00017,,MEDIUM,file_write observed on server-1382,"{""src_ip"": ""10.91.150.92""}"
EV-09974,SOC-001,2026-08-01T07:54:48.981889Z,network_connection,SIEM,ASSET-00667,DEV-00011,,HIGH,network_connection observed on iot-0666,"{""src_ip"": ""10.188.23.227""}"
EV-09855,SOC-002,2026-08-01T07:55:44.348518Z,usb_insert,FIREWALL,ASSET-01315,DEV-00024,,INFO,usb_insert observed on server-0321,"{""src_ip"": ""10.151.206.104""}"
EV-02155,SOC-002,2026-08-01T07:59:18.340711Z,auth_success,SIEM,ASSET-02669,DEV-00017,,LOW,auth_success observed on iot-1675,"{""src_ip"": ""10.175.151.152""}"
EV-00390,SOC-002,2026-08-01T08:01:20.227921Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01777,DEV-00019,,INFO,privilege_escalation observed on network-device-0783,"{""src_ip"": ""10.101.8.56""}"
EV-06803,SOC-001,2026-08-01T08:01:49.046855Z,dns_query,EDR,ASSET-00155,DEV-00008,,HIGH,dns_query observed on database-0154,"{""src_ip"": ""10.122.99.246""}"
EV-08451,SOC-002,2026-08-01T08:05:07.798410Z,dns_query,FIREWALL,ASSET-01036,DEV-00024,,HIGH,dns_query observed on database-0042,"{""src_ip"": ""10.202.157.231""}"
EV-04195,SOC-001,2026-08-01T08:07:29.290045Z,process_create,CASE_MANAGEMENT,ASSET-00747,DEV-00005,,LOW,process_create observed on server-0746,"{""src_ip"": ""10.171.53.108""}"
EV-03656,SOC-002,2026-08-01T08:08:26.997200Z,privilege_escalation,EDR,ASSET-02272,DEV-00023,,INFO,privilege_escalation observed on network-device-1278,"{""src_ip"": ""10.81.17.160""}"
EV-07988,SOC-001,2026-08-01T08:11:37.260841Z,auth_failure,CASE_MANAGEMENT,ASSET-00728,DEV-00005,,HIGH,auth_failure observed on cloud-instance-0727,"{""src_ip"": ""10.154.179.34""}"
